"DepartamentoCodigo","Departamento","MunicipioCodigo","Municipio","Año","IRCA","Nivel de riesgo","IRCAurbano","Nivel de riesgo urbano","IRCArural","Nivel de riesgo rural","pH","Turbiedad","Color","Coliformes_Totales","Coliformes_Fecales"
"05","Antioquia","05148","El Carmen de Viboral","2017","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.63","1.12","18.7","958","50.8"
"05","Antioquia","05148","El Carmen de Viboral","2018","0.4","Sin riesgo","0.4","Sin riesgo","ND","ND","6.69","2.39","13.7","671.9","449.1"
"05","Antioquia","05148","El Carmen de Viboral","2019","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.93","1.63","8.1","508.8","179.8"
"05","Antioquia","05148","El Carmen de Viboral","2020","1.1","Sin riesgo","0.0","Sin riesgo","2.1","Sin riesgo","7.84","5.8","16.9","381.3","210.3"
"05","Antioquia","05148","El Carmen de Viboral","2021","2.6","Sin riesgo","0.1","Sin riesgo","5.5","Riesgo bajo","7.56","4.04","12.4","626","447.5"
"05","Antioquia","05148","El Carmen de Viboral","2022","5.1","Riesgo bajo","0.0","Sin riesgo","8.7","Riesgo bajo","7.72","8.8","7.6","719.4","93.6"
"05","Antioquia","05148","El Carmen de Viboral","2023","3.6","Sin riesgo","0.0","Sin riesgo","5.9","Riesgo bajo","7.96","4.76","3.4","55.5","363.4"
"05","Antioquia","05150","Carolina","2007","21.3","Riesgo medio","13.3","Riesgo bajo","61.0","Riesgo alto","6.47","6.13","33.7","937.9","54.8"
"05","Antioquia","05150","Carolina","2008","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.38","9.42","24.4","293.8","140.9"
"05","Antioquia","05150","Carolina","2009","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.1","3.59","6.8","410.1","392.1"
"05","Antioquia","05150","Carolina","2010","27.3","Riesgo medio","1.3","Sin riesgo","43.0","Riesgo alto","6.67","4.76","22.2","223.7","389.8"
"05","Antioquia","05150","Carolina","2011","6.7","Riesgo bajo","1.3","Sin riesgo","9.5","Riesgo bajo","7.09","6.74","42.3","661.6","46.8"
"05","Antioquia","05150","Carolina","2012","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.49","9.1","27.4","426.5","82.2"
"05","Antioquia","05150","Carolina","2013","2.9","Sin riesgo","2.9","Sin riesgo","ND","ND","7.4","4.38","44.2","525.4","365.1"
"05","Antioquia","05150","Carolina","2014","5.9","Riesgo bajo","6.5","Riesgo bajo","19.4","Riesgo medio","6.74","3.89","20.7","88.9","64.6"
"05","Antioquia","05150","Carolina","2015","1.5","Sin riesgo","1.0","Sin riesgo","ND","ND","7.88","6.02","25.2","197.6","469.7"
"05","Antioquia","05150","Carolina","2016","0.7","Sin riesgo","0.0","Sin riesgo","ND","ND","7.92","2.66","42.7","72.5","263"
"05","Antioquia","05150","Carolina","2017","1.4","Sin riesgo","0.0","Sin riesgo","0.0","Sin riesgo","6.71","0.73","27.6","292.4","166.4"
"05","Antioquia","05150","Carolina","2018","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND","6.28","3.09","46.2","7.3","363.2"
"05","Antioquia","05150","Carolina","2019","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND","6.46","8.54","48.2","712.8","438.9"
"05","Antioquia","05150","Carolina","2020","1.7","Sin riesgo","1.7","Sin riesgo","ND","ND","7.88","7.21","45.3","283.1","177.9"
"05","Antioquia","05150","Carolina","2021","2.1","Sin riesgo","2.1","Sin riesgo","ND","ND","6.67","2.16","17.7","127.7","282.5"
"05","Antioquia","05150","Carolina","2022","2.5","Sin riesgo","2.5","Sin riesgo","ND","ND","8.48","5.03","8.9","703.1","163.4"
"05","Antioquia","05150","Carolina","2023","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.28","7.08","3.2","484.1","361.4"
"05","Antioquia","05154","Caucasia","2007","6.9","Riesgo bajo","6.9","Riesgo bajo","ND","ND","7.19","8.12","17.2","621.4","23.6"
"05","Antioquia","05154","Caucasia","2008","3.9","Sin riesgo","3.9","Sin riesgo","ND","ND","7.09","3.23","34","521.2","193.6"
"05","Antioquia","05154","Caucasia","2009","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND","7.12","6.93","31.1","954.9","42.7"
"05","Antioquia","05154","Caucasia","2010","10.2","Riesgo bajo","9.0","Riesgo bajo","61.9","Riesgo alto","7.47","9.1","44.5","881.3","154.9"
"05","Antioquia","05154","Caucasia","2011","12.4","Riesgo bajo","11.6","Riesgo bajo","54.0","Riesgo alto","6.58","7.97","17","480.8","101.6"
"05","Antioquia","05154","Caucasia","2012","4.7","Sin riesgo","4.7","Sin riesgo","ND","ND","7.8","3.7","1.6","994.3","207.2"
"05","Antioquia","05154","Caucasia","2013","0.5","Sin riesgo","0.5","Sin riesgo","ND","ND","8.12","1.89","46.8","833.1","454.2"
"05","Antioquia","05154","Caucasia","2014","4.3","Sin riesgo","4.3","Sin riesgo","ND","ND","6.44","4.42","3.1","403.4","162"
"05","Antioquia","05154","Caucasia","2015","1.7","Sin riesgo","1.7","Sin riesgo","ND","ND","7.85","7.36","36.2","374","324"
"05","Antioquia","05154","Caucasia","2016","1.5","Sin riesgo","1.8","Sin riesgo","ND","ND","7.55","4.91","24.2","944.2","46.6"
"05","Antioquia","05154","Caucasia","2017","0.5","Sin riesgo","0.4","Sin riesgo","ND","ND","6.32","2.4","36.5","932.3","87.6"
"05","Antioquia","05154","Caucasia","2018","1.6","Sin riesgo","1.6","Sin riesgo","ND","ND","8.23","1.44","28.5","744.9","451.4"
"05","Antioquia","05154","Caucasia","2019","0.3","Sin riesgo","0.3","Sin riesgo","ND","ND","7.55","4.44","11.7","902.8","400.3"
"05","Antioquia","05154","Caucasia","2020","0.8","Sin riesgo","0.8","Sin riesgo","ND","ND","6.82","6.1","21.4","434.9","78.3"
"05","Antioquia","05154","Caucasia","2021","0.5","Sin riesgo","0.5","Sin riesgo","ND","ND","6.19","0.14","17.3","262.9","294.9"
"05","Antioquia","05154","Caucasia","2022","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND","7.8","8.08","6.1","9.5","182.2"
"05","Antioquia","05154","Caucasia","2023","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND","7.36","6.24","34.6","560.8","149.6"
"05","Antioquia","05172","Chigorodó","2007","7.2","Riesgo bajo","7.2","Riesgo bajo","ND","ND","6.61","9.58","23.5","352.7","399.5"
"05","Antioquia","05172","Chigorodó","2008","3.9","Sin riesgo","3.9","Sin riesgo","ND","ND","6.84","9.45","28.9","456.3","111.7"
"05","Antioquia","05172","Chigorodó","2009","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND","7.2","6.97","0.5","48.2","294.6"
"05","Antioquia","05172","Chigorodó","2010","16.6","Riesgo medio","1.0","Sin riesgo","97.3","Inviable sanitariamente","8.28","9.26","30.9","441.1","20.2"
"05","Antioquia","05172","Chigorodó","2011","32.9","Riesgo medio","0.6","Sin riesgo","97.3","Inviable sanitariamente","7.99","5.37","46.2","451.9","297.9"
"05","Antioquia","05172","Chigorodó","2012","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.25","7.74","7.7","379.8","338.9"
"05","Antioquia","05172","Chigorodó","2013","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND","8.09","6.27","4.4","497.5","385.9"
"05","Antioquia","05172","Chigorodó","2014","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND","6.34","8.13","16.9","417.2","332.5"
"05","Antioquia","05172","Chigorodó","2015","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.3","9.68","7.2","112.7","67.6"
"05","Antioquia","05172","Chigorodó","2016","0.0","Sin riesgo","ND","ND","ND","ND","6.5","8.63","25","546.2","230.8"
"05","Antioquia","05172","Chigorodó","2017","0.1","Sin riesgo","ND","ND","ND","ND","6.6","7.18","15.4","603.9","307.7"
"05","Antioquia","05172","Chigorodó","2018","0.3","Sin riesgo","0.3","Sin riesgo","ND","ND","8.34","7.83","8","649.6","109.1"
"05","Antioquia","05172","Chigorodó","2019","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.4","8.85","16.6","933.7","449.8"
"05","Antioquia","05172","Chigorodó","2020","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND","6.15","3.38","20.4","80.3","198.6"
"05","Antioquia","05172","Chigorodó","2021","0.5","Sin riesgo","0.5","Sin riesgo","ND","ND","7.39","2.61","23.8","583","252.7"
"05","Antioquia","05172","Chigorodó","2022","1.5","Sin riesgo","1.5","Sin riesgo","ND","ND","8.13","5.7","21.6","420.2","53.6"
"05","Antioquia","05172","Chigorodó","2023","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.46","4.91","30.4","53.1","215.1"
"05","Antioquia","05190","Cisneros","2007","73.7","Riesgo alto","73.7","Riesgo alto","ND","ND","7.4","3.35","31.6","779.7","97.3"
"05","Antioquia","05190","Cisneros","2008","99.0","Inviable sanitariamente","99.0","Inviable sanitariamente","ND","ND","7.66","4.06","2.5","42.9","145.1"
"05","Antioquia","05190","Cisneros","2009","91.4","Inviable sanitariamente","91.4","Inviable sanitariamente","ND","ND","6.9","0.74","27.3","487.7","20.5"
"05","Antioquia","05190","Cisneros","2010","85.4","Inviable sanitariamente","85.4","Inviable sanitariamente","ND","ND","7.11","0.05","40.9","214.5","321.5"
"05","Antioquia","05190","Cisneros","2011","86.8","Inviable sanitariamente","94.0","Inviable sanitariamente","26.5","Riesgo medio","6.51","1.04","1.3","332.9","223.4"
"05","Antioquia","05190","Cisneros","2012","77.3","Riesgo alto","77.3","Riesgo alto","ND","ND","7.16","7.55","42.5","789.7","407.6"
"05","Antioquia","05190","Cisneros","2013","86.2","Inviable sanitariamente","86.2","Inviable sanitariamente","ND","ND","7.79","6.34","48.3","201.2","304.1"
"05","Antioquia","05190","Cisneros","2014","92.1","Inviable sanitariamente","92.1","Inviable sanitariamente","ND","ND","6.62","3.05","39.9","596.3","247.4"
"05","Antioquia","05190","Cisneros","2015","88.4","Inviable sanitariamente","88.4","Inviable sanitariamente","ND","ND","7.44","6.48","29.3","913.8","426.6"
"05","Antioquia","05190","Cisneros","2016","82.3","Inviable sanitariamente","82.3","Inviable sanitariamente","ND","ND","6.01","3.21","45.1","635.8","31"
"05","Antioquia","05190","Cisneros","2017","64.5","Riesgo alto","64.5","Riesgo alto","ND","ND","7.98","1.43","1","396.2","160"
"05","Antioquia","05190","Cisneros","2018","54.4","Riesgo alto","54.4","Riesgo alto","ND","ND","6.97","4.65","26.8","892.7","252.5"
"05","Antioquia","05190","Cisneros","2019","51.5","Riesgo alto","51.5","Riesgo alto","ND","ND","7.27","6.75","24","476.5","411"
"05","Antioquia","05190","Cisneros","2020","59.2","Riesgo alto","59.2","Riesgo alto","ND","ND","8.39","0.17","13.5","962.8","165.7"
"05","Antioquia","05190","Cisneros","2021","53.8","Riesgo alto","53.8","Riesgo alto","ND","ND","6.88","0.87","21.8","773.8","59.7"
"05","Antioquia","05190","Cisneros","2022","51.1","Riesgo alto","51.1","Riesgo alto","ND","ND","6.89","1.14","48.7","332.5","399.4"
"05","Antioquia","05190","Cisneros","2023","45.5","Riesgo alto","45.5","Riesgo alto","ND","ND","6.9","5.86","4.9","91","376.8"
"05","Antioquia","05197","Cocorná","2007","0.4","Sin riesgo","0.4","Sin riesgo","ND","ND","6.79","7.83","16.3","857.1","213.9"
"05","Antioquia","05197","Cocorná","2008","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND","6.56","3.94","47.1","408.8","372.4"
"05","Antioquia","05197","Cocorná","2009","1.0","Sin riesgo","1.0","Sin riesgo","ND","ND","6.25","2.97","14.9","909","418.9"
"05","Antioquia","05197","Cocorná","2010","29.4","Riesgo medio","1.6","Sin riesgo","59.0","Riesgo alto","7.91","7.77","12.8","533.7","171.2"
"05","Antioquia","05197","Cocorná","2011","12.9","Riesgo bajo","3.7","Sin riesgo","52.0","Riesgo alto","6.42","6.33","30.5","750.4","318"
"05","Antioquia","05197","Cocorná","2012","2.3","Sin riesgo","2.3","Sin riesgo","ND","ND","8.46","5.86","21.7","365.1","343.8"
"05","Antioquia","05197","Cocorná","2013","3.6","Sin riesgo","3.6","Sin riesgo","ND","ND","8.47","6.07","17.4","591","117"
"05","Antioquia","05197","Cocorná","2014","6.1","Riesgo bajo","6.1","Riesgo bajo","ND","ND","6.21","8.98","14.4","527.7","130.8"
"05","Antioquia","05197","Cocorná","2015","6.3","Riesgo bajo","6.3","Riesgo bajo","ND","ND","8.39","8.29","8.9","576.6","17.2"
"05","Antioquia","05197","Cocorná","2016","6.7","Riesgo bajo","6.7","Riesgo bajo","ND","ND","7.36","5.63","33.2","560","260"
"05","Antioquia","05197","Cocorná","2017","4.1","Sin riesgo","4.1","Sin riesgo","ND","ND","7.34","4.7","49.1","348.1","395.6"
"05","Antioquia","05197","Cocorná","2018","2.8","Sin riesgo","2.8","Sin riesgo","ND","ND","6.88","8.34","7.8","730","354.3"
"05","Antioquia","05197","Cocorná","2019","4.3","Sin riesgo","4.3","Sin riesgo","ND","ND","7.5","5.88","37.5","659.9","290.4"
"05","Antioquia","05197","Cocorná","2020","17.9","Riesgo medio","6.1","Riesgo bajo","46.7","Riesgo alto","7.6","6.3","32.3","13.2","130.5"
"05","Antioquia","05197","Cocorná","2021","27.5","Riesgo medio","3.7","Sin riesgo","55.0","Riesgo alto","7.56","3.65","38.2","274.9","23"
"05","Antioquia","05197","Cocorná","2022","28.1","Riesgo medio","5.1","Riesgo bajo","48.0","Riesgo alto","7.89","3.24","3.1","324.4","452.7"
"05","Antioquia","05197","Cocorná","2023","3.4","Sin riesgo","0.1","Sin riesgo","12.8","Riesgo bajo","7.47","5.67","41.3","848.3","213.8"
"05","Antioquia","05206","Concepción","2007","4.5","Sin riesgo","4.5","Sin riesgo","ND","ND","6.99","3.7","37","840.4","235.4"
"05","Antioquia","05206","Concepción","2008","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.3","5.92","44.6","185.9","358.3"
"05","Antioquia","05206","Concepción","2009","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.4","0.89","19.5","747.5","428.3"
"05","Antioquia","05206","Concepción","2010","5.6","Riesgo bajo","0.0","Sin riesgo","51.5","Riesgo alto","6.07","9.38","19.8","478.6","383.3"
"05","Antioquia","05206","Concepción","2011","0.1","Sin riesgo","0.1","Sin riesgo","0.0","Sin riesgo","7.68","9.16","33.9","419.4","472.1"
"05","Antioquia","05206","Concepción","2012","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.08","1.86","40","558.4","301.4"
"05","Antioquia","05206","Concepción","2013","6.4","Riesgo bajo","6.4","Riesgo bajo","ND","ND","6.24","7.71","40.8","696.8","424.3"
"05","Antioquia","05206","Concepción","2014","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.46","0.04","14.8","855.6","301.3"
"05","Antioquia","05206","Concepción","2015","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND","7.86","1.07","41.1","803.6","144.7"
"05","Antioquia","05206","Concepción","2016","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.75","0.72","33.5","319.5","278.4"
"05","Antioquia","05206","Concepción","2017","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.37","8.73","16.4","623.5","297.7"
"05","Antioquia","05206","Concepción","2018","0.6","Sin riesgo","0.6","Sin riesgo","ND","ND","7.1","4.09","3","234.5","345.5"
"05","Antioquia","05206","Concepción","2019","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND","6.85","2.82","16.3","6.3","246.2"
"05","Antioquia","05206","Concepción","2020","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND","8.2","2.99","29.2","78.2","175.1"
"05","Antioquia","05206","Concepción","2021","1.4","Sin riesgo","1.4","Sin riesgo","ND","ND","7.81","8.42","41.7","502.7","220.1"
"05","Antioquia","05206","Concepción","2022","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND","7.93","0.17","49.2","51.7","135.1"
"05","Antioquia","05206","Concepción","2023","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND","6.23","4.18","9.3","392.2","425.5"
"05","Antioquia","05209","Concordia","2007","4.0","Sin riesgo","4.0","Sin riesgo","ND","ND","7.32","8.07","23.8","648.1","232.7"
"05","Antioquia","05209","Concordia","2008","1.8","Sin riesgo","1.8","Sin riesgo","ND","ND","6.04","2.97","4.4","235.5","215.6"
"05","Antioquia","05209","Concordia","2009","0.4","Sin riesgo","0.4","Sin riesgo","ND","ND","8.06","7.61","6.3","278.7","86.7"
"05","Antioquia","05209","Concordia","2010","26.8","Riesgo medio","16.4","Riesgo medio","51.6","Riesgo alto","6.33","6.01","26.3","979.6","26.4"
"05","Antioquia","05209","Concordia","2011","30.9","Riesgo medio","7.6","Riesgo bajo","87.2","Inviable sanitariamente","8.2","4.43","31.8","402.1","170.7"
"05","Antioquia","05209","Concordia","2012","9.3","Riesgo bajo","9.3","Riesgo bajo","ND","ND","7.14","9.76","14.8","329.6","3.8"
"05","Antioquia","05209","Concordia","2013","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.82","7.4","32.6","313.1","348.6"
"05","Antioquia","05209","Concordia","2014","2.1","Sin riesgo","2.1","Sin riesgo","ND","ND","6.26","1.87","20.5","49.7","198.8"
"05","Antioquia","05209","Concordia","2015","4.1","Sin riesgo","4.1","Sin riesgo","ND","ND","6.85","6.14","11.2","527.2","366.1"
"05","Antioquia","05209","Concordia","2016","1.0","Sin riesgo","1.0","Sin riesgo","ND","ND","7.89","4.63","7.1","57.3","376.6"
"05","Antioquia","05209","Concordia","2017","0.6","Sin riesgo","0.6","Sin riesgo","ND","ND","8.46","9.81","45.1","483.1","327.6"
"05","Antioquia","05209","Concordia","2018","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.73","0.15","33.7","589.4","222.7"
"05","Antioquia","05209","Concordia","2019","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND","7.72","8.16","6.9","350.8","187.7"
"05","Antioquia","05209","Concordia","2020","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND","8.46","7.44","26.7","961.9","311.2"
"05","Antioquia","05209","Concordia","2021","7.1","Riesgo bajo","1.9","Sin riesgo","96.4","Inviable sanitariamente","7.42","6.21","19.1","758.9","180"
"05","Antioquia","05209","Concordia","2022","4.2","Sin riesgo","0.5","Sin riesgo","70.8","Riesgo alto","8.08","5.39","30.6","42.1","156.4"
"05","Antioquia","05209","Concordia","2023","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.85","3.54","15.9","286.4","178"
"05","Antioquia","05212","Copacabana","2007","0.8","Sin riesgo","0.0","Sin riesgo","17.4","Riesgo medio","7.53","7.54","27.5","872.3","199.3"
"05","Antioquia","05212","Copacabana","2008","2.8","Sin riesgo","2.8","Sin riesgo","ND","ND","8.11","8.35","26.9","222.2","218.7"
"05","Antioquia","05212","Copacabana","2009","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND","6.57","1.25","36.7","181.7","277.9"
"05","Antioquia","05212","Copacabana","2010","4.7","Sin riesgo","4.2","Sin riesgo","5.0","Sin riesgo","8.4","5.74","15","146.3","108.8"
"05","Antioquia","05212","Copacabana","2011","3.0","Sin riesgo","1.2","Sin riesgo","4.5","Sin riesgo","7.04","6.44","8.6","783.1","263.9"
"05","Antioquia","05212","Copacabana","2012","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.13","6.56","38.7","821.1","209.7"
"05","Antioquia","05212","Copacabana","2013","0.0","Sin riesgo","0.0","Sin riesgo","0.0","Sin riesgo","7.81","1.88","34.4","289.5","464.9"
"05","Antioquia","05212","Copacabana","2014","0.1","Sin riesgo","0.1","Sin riesgo","0.0","Sin riesgo","7.59","4.16","36.6","898.1","365.7"
"05","Antioquia","05212","Copacabana","2015","0.7","Sin riesgo","0.8","Sin riesgo","0.0","Sin riesgo","7.61","1.9","48.9","325.3","205.4"
"05","Antioquia","05212","Copacabana","2016","0.0","Sin riesgo","0.0","Sin riesgo","0.0","Sin riesgo","6.35","5.74","1.9","725.3","466.5"
"05","Antioquia","05212","Copacabana","2017","0.0","Sin riesgo","0.0","Sin riesgo","0.0","Sin riesgo","8.24","7.74","22.1","402.8","83.2"
"05","Antioquia","05212","Copacabana","2018","0.7","Sin riesgo","0.7","Sin riesgo","0.0","Sin riesgo","7.15","7.68","10.3","995.8","407.4"
"05","Antioquia","05212","Copacabana","2019","1.1","Sin riesgo","1.1","Sin riesgo","ND","ND","7.34","0.51","29.2","405","104.3"
"05","Antioquia","05212","Copacabana","2020","3.8","Sin riesgo","1.3","Sin riesgo","9.8","Riesgo bajo","7.09","1.97","33.8","121.6","70"
"05","Antioquia","05212","Copacabana","2021","2.4","Sin riesgo","0.0","Sin riesgo","6.5","Riesgo bajo","6.05","1.37","23.8","235.1","168.3"
"05","Antioquia","05212","Copacabana","2022","7.9","Riesgo bajo","0.9","Sin riesgo","22.0","Riesgo medio","8.34","7.95","15.9","120.4","157.5"
"05","Antioquia","05212","Copacabana","2023","5.1","Riesgo bajo","0.3","Sin riesgo","14.4","Riesgo medio","6.81","9.87","27.7","730.2","303.9"
"05","Antioquia","05234","Dabeiba","2007","66.1","Riesgo alto","66.1","Riesgo alto","ND","ND","8.31","7.71","19.2","863.3","204.2"
"05","Antioquia","05234","Dabeiba","2008","76.7","Riesgo alto","74.5","Riesgo alto","84.5","Inviable sanitariamente","7.02","5.11","49.7","417.9","399.1"
"05","Antioquia","05234","Dabeiba","2009","11.2","Riesgo bajo","11.2","Riesgo bajo","ND","ND","6.4","8.48","35.4","119.9","96.7"
"05","Antioquia","05234","Dabeiba","2010","31.9","Riesgo medio","8.6","Riesgo bajo","93.3","Inviable sanitariamente","6.73","0.09","46.7","207.9","205.3"
"05","Antioquia","05234","Dabeiba","2011","26.4","Riesgo medio","3.8","Sin riesgo","97.3","Inviable sanitariamente","8.48","6.32","33.5","522.5","93.8"
"05","Antioquia","05234","Dabeiba","2012","20.6","Riesgo medio","20.6","Riesgo medio","ND","ND","6.44","4.75","27.5","917.5","348.4"
"05","Antioquia","05234","Dabeiba","2013","3.7","Sin riesgo","3.7","Sin riesgo","ND","ND","8.26","5.26","9.6","835.7","212.6"
"05","Antioquia","05234","Dabeiba","2014","3.7","Sin riesgo","3.7","Sin riesgo","ND","ND","7.5","8.63","8","541.8","224.5"
"05","Antioquia","05234","Dabeiba","2015","2.4","Sin riesgo","2.4","Sin riesgo","ND","ND","6.34","3.25","31.6","516.3","366.1"
"05","Antioquia","05234","Dabeiba","2016","13.0","Riesgo bajo","0.9","Sin riesgo","ND","ND","6.96","4.47","27.1","872.2","179.5"
"05","Antioquia","05234","Dabeiba","2017","18.3","Riesgo medio","1.3","Sin riesgo","ND","ND","7.41","9.91","8.9","440.8","387"
"05","Antioquia","05234","Dabeiba","2018","11.9","Riesgo bajo","11.9","Riesgo bajo","ND","ND","6.89","1.17","46.5","993.3","205.1"
"05","Antioquia","05234","Dabeiba","2019","12.3","Riesgo bajo","12.3","Riesgo bajo","ND","ND","7.77","8.07","18.4","232.5","412.4"
"05","Antioquia","05234","Dabeiba","2020","0.1","Sin riesgo","0.1","Sin riesgo","ND","ND","7.48","4.45","16.7","602.9","136.4"
"05","Antioquia","05234","Dabeiba","2021","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND","6.76","1.77","17.8","132.6","97.5"
"05","Antioquia","05234","Dabeiba","2022","0.9","Sin riesgo","0.9","Sin riesgo","ND","ND","6.59","2.2","27.4","870.5","8.3"
"05","Antioquia","05234","Dabeiba","2023","0.4","Sin riesgo","0.4","Sin riesgo","ND","ND","6.3","8.57","7.8","316.1","22.2"
"05","Antioquia","05237","Donmatías","2007","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.32","3.62","2.2","632.2","495.4"
"05","Antioquia","05237","Donmatías","2008","0.5","Sin riesgo","0.5","Sin riesgo","ND","ND","7.26","1.22","13.2","910","69.8"
"05","Antioquia","05237","Donmatías","2009","1.2","Sin riesgo","1.2","Sin riesgo","ND","ND","7.19","0.16","10.2","329.9","478.2"
"05","Antioquia","05237","Donmatías","2010","2.9","Sin riesgo","2.9","Sin riesgo","ND","ND","8.39","4.16","31.8","747.6","15.2"
"05","Antioquia","05237","Donmatías","2011","0.2","Sin riesgo","0.2","Sin riesgo","ND","ND","6.67","7.09","26.6","527.1","226.8"
"05","Antioquia","05237","Donmatías","2012","9.1","Riesgo bajo","9.1","Riesgo bajo","ND","ND","6.4","9.58","22.2","82.4","338.7"
"05","Antioquia","05237","Donmatías","2013","4.7","Sin riesgo","4.7","Sin riesgo","ND","ND","7.78","9.14","6.1","290.5","136"
"05","Antioquia","05237","Donmatías","2014","6.5","Riesgo bajo","6.5","Riesgo bajo","ND","ND","7.67","7.06","36.4","55.2","438.4"
"05","Antioquia","05237","Donmatías","2015","0.7","Sin riesgo","0.7","Sin riesgo","ND","ND","7.97","0.23","32.1","382","4.5"
"05","Antioquia","05237","Donmatías","2016","1.4","Sin riesgo","1.4","Sin riesgo","ND","ND","6.5","1.57","13.5","14.2","227.5"
"05","Antioquia","05237","Donmatías","2017","3.4","Sin riesgo","3.4","Sin riesgo","ND","ND","8.22","1.35","4.5","920.7","340"
"05","Antioquia","05237","Donmatías","2018","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.85","4.22","32.3","777.7","243.3"
"05","Antioquia","05237","Donmatías","2019","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","7.64","4.54","29.7","181.5","279.5"
"05","Antioquia","05237","Donmatías","2020","6.3","Riesgo bajo","0.0","Sin riesgo","100.","Inviable sanitariamente","6.74","9.33","40.2","841.8","85.5"
"05","Antioquia","05237","Donmatías","2021","6.5","Riesgo bajo","1.2","Sin riesgo","100.","Inviable sanitariamente","7.4","0.93","46","515.3","459.1"
"05","Antioquia","05237","Donmatías","2022","5.9","Riesgo bajo","0.7","Sin riesgo","100.","Inviable sanitariamente","7.3","6.44","3","893.3","150.8"
"05","Antioquia","05237","Donmatías","2023","6.5","Riesgo bajo","1.3","Sin riesgo","98.2","Inviable sanitariamente","7.73","5.42","44.8","290.4","184.3"
"05","Antioquia","05240","Ebéjico","2007","1.6","Sin riesgo","1.6","Sin riesgo","ND","ND","7.82","0.18","9.1","707.6","113.2"
"05","Antioquia","05240","Ebéjico","2008","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.03","9.09","41.9","164.5","242.4"
"05","Antioquia","05240","Ebéjico","2009","1.2","Sin riesgo","1.2","Sin riesgo","ND","ND","6.37","2.95","9.7","811.6","463.5"
"05","Antioquia","05240","Ebéjico","2010","1.0","Sin riesgo","1.0","Sin riesgo","ND","ND","6.46","4.72","12.6","681.1","253.6"
"05","Antioquia","05240","Ebéjico","2011","73.5","Riesgo alto","54.1","Riesgo alto","80.4","Inviable sanitariamente","8.24","6.84","7","361.6","300"
"05","Antioquia","05240","Ebéjico","2012","0.4","Sin riesgo","0.4","Sin riesgo","ND","ND","7.09","5.8","34.3","289.2","31.2"
"05","Antioquia","05240","Ebéjico","2013","3.6","Sin riesgo","3.6","Sin riesgo","ND","ND","8.08","7.61","21.5","742.1","320"
"05","Antioquia","05240","Ebéjico","2014","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","8.46","5.82","31.4","237","62.1"
"05","Antioquia","05240","Ebéjico","2015","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.86","5.03","31.1","593.5","460.7"
"05","Antioquia","05240","Ebéjico","2016","0.0","Sin riesgo","0.0","Sin riesgo","ND","ND","6.46","9.04","18.7","851.2","154.6"
